gene	logFC	logCPM	F	PValue	FDR
STRA6	8.64394849387869	0.929057902514115	86.6905264849186	2.45326110285194e-05	0.00186447843816748
APOD	3.82693724407588	0.971735789501689	60.8561281836247	2.5791041166806e-05	0.00195128976323276
LINGO1	5.04974486552471	-0.577794931921942	51.2654955271723	2.62446463532976e-05	0.00196805108620587
ABCG2	-5.65383299738117	5.00493535758106	71.0543011621762	2.62469304185588e-05	0.00196805108620587
EGFLAM	4.34564927610869	-0.791980944142869	51.2001502374462	2.640944669289e-05	0.00197077077866373
WEE2	8.38159308364751	0.829384620682074	85.2626406471908	2.66009140461206e-05	0.00197077077866373
CHP1	-2.63587412600497	6.08152996000073	70.7027272433619	2.67051136770005e-05	0.00197077077866373
PLEKHG1	-3.92198364544489	2.72135599685686	70.7487895053813	2.67525445067474e-05	0.00197077077866373
NDN	3.17031082600413	4.35959028484374	70.5678725208476	2.70532707228355e-05	0.0019842215504836
VDR	-3.51601282078335	5.7822856605222	69.7694076983905	2.80531107701968e-05	0.00204860890650533
ZNF90	2.91022573790758	2.23915222621341	69.3310401480362	2.8619944679264e-05	0.00207079871152746
KIAA0100	-2.46297184146295	4.11116066809364	69.3403389395707	2.8708870414651e-05	0.00207079871152746
DAPK2	-3.47587055249591	4.52953779826063	69.3014173380679	2.87655438496309e-05	0.00207079871152746
PTPRU	4.78197237702044	0.362063240601136	48.2172209474468	2.88810895870006e-05	0.00207079871152746
RIIAD1	5.491232306572	1.812416498441	49.0846427586598	2.89734280310164e-05	0.00207079871152746
CYP4F2	-5.58371444342973	4.67269369177463	68.7973903893886	2.95951448021547e-05	0.00210627140719063
NR3C2	-3.07816699209274	3.58105647330584	68.5314985494316	2.99916601300656e-05	0.00212548490947081
ERP27	6.37991608279969	3.76901315884585	59.4012788684964	3.01277669211556e-05	0.00212615955129298
GSTA4	2.25669995736393	4.81546836407747	68.0094291365993	3.08760837900969e-05	0.0021608583320107
ADGRD1	3.83291099895492	2.45543730562998	66.6447901214626	3.08767563516652e-05	0.0021608583320107
PRR18	5.89667813329066	0.337867109032753	48.9548873110128	3.13842553584469e-05	0.00218224845370314
CAPN13	-3.65448385601532	4.52242502699257	67.652488488484	3.14422556439723e-05	0.00218224845370314
TAP2	-3.78980157705096	3.46869989614265	67.2160210756959	3.22332830333093e-05	0.00221540368434292
PLP1	4.4961062614226	-1.29574493369951	49.9643709748526	3.22711586483694e-05	0.00221540368434292
BEX1	5.28801282263475	4.9184544387409	67.5717655756714	3.23181646749713e-05	0.00221540368434292
SARDH	5.00251678676212	-1.03272954355218	51.2195539012146	3.25101949245809e-05	0.00221540368434292
RAB32	2.56909084581689	4.50244194988936	67.0251235533151	3.26083821557298e-05	0.00221540368434292
TRIM61	3.95588030312679	1.30766951823705	55.045824323004	3.27113666180664e-05	0.00221540368434292
STYK1	-5.18275162650632	1.62683845621247	66.8927548049948	3.33109070309294e-05	0.0022340948965329
METTL7A	-2.60110209617773	5.38773770243189	66.5930700155869	3.33210704155877e-05	0.0022340948965329
TSPO	-4.84291396043876	6.87746236892926	66.4809711738881	3.35279939471764e-05	0.0022340948965329
AC024592.2	-10.5469408414112	1.34821717595864	83.3621221321318	3.36739387574324e-05	0.0022340948965329
ARSE	2.2217681658603	5.92931037235768	66.3608088273144	3.37602289365381e-05	0.0022340948965329
PRDM1	4.09935913935641	4.00070149895627	66.7525791639883	3.37854312764561e-05	0.0022340948965329
GLMP	2.56723356233879	5.70493377640121	66.1372033842078	3.41891042329731e-05	0.00225192233214516
