gene	T273_b16_Adr_PCW18	T318_b16_Adr_PCW21	T390_b16_Adr_PCW13	T40_b16_Adr_PCW17
ENSG00000249309	0	2	0	0
ENSG00000249318	0	0	0	3
ENSG00000249319	70	96	6	58
ENSG00000249328	58	88	4	42
ENSG00000249335	125	207	84	198
ENSG00000249349	0	0	0	3
ENSG00000249359	4	2	0	2
ENSG00000249392	7	18	0	12
ENSG00000249409	2	9	0	2
ENSG00000249413	64	85	5	72
ENSG00000249417	22	33	2	19
ENSG00000249426	5	21	0	8
ENSG00000249429	0	3	0	1
ENSG00000249441	9	14	2	9
ENSG00000249451	8	3	0	3
ENSG00000249456	1057	4485	80	772
ENSG00000249476	41	55	10	60
ENSG00000249478	3	4	0	5
ENSG00000249492	120	145	15	78
ENSG00000249526	44	45	8	53
ENSG00000249547	121	182	15	99
ENSG00000249588	0	3	0	0
ENSG00000249602	6	7	2	7
ENSG00000249609	0	0	0	1
ENSG00000249631	376	794	46	296
ENSG00000249635	75	137	9	67
ENSG00000249642	21	36	0	20
ENSG00000249664	0	1	0	2
ENSG00000249675	48	59	5	33
ENSG00000249678	11	21	0	9
ENSG00000249685	4	5	0	17
ENSG00000249697	0	0	0	2
ENSG00000249725	1	4	0	2
ENSG00000249737	2	2	0	2
ENSG00000249742	2	5	0	5
ENSG00000249743	15	38	8	22
ENSG00000249752	8	11	0	7
ENSG00000249753	22	26	3	24
ENSG00000249773	13	17	5	13
ENSG00000249776	78	103	22	86
ENSG00000249782	6	10	1	5
ENSG00000249787	59	81	11	39
ENSG00000249803	5	9	0	3
ENSG00000249807	0	2	0	0
ENSG00000249818	13	18	2	6
ENSG00000249837	38	47	4	18
ENSG00000249856	50	69	13	42
ENSG00000249865	0	0	0	0
ENSG00000249868	9	33	0	15
ENSG00000249870	42	107	7	37
ENSG00000249875	15	10	2	11
ENSG00000249877	19	2	0	0
ENSG00000249881	33	69	3	43
ENSG00000249883	100	179	8	93
ENSG00000249892	0	4	0	2
ENSG00000249941	2	7	1	5
ENSG00000249942	20	20	3	21
ENSG00000249945	2	6	0	2
ENSG00000249951	16	25	0	17
ENSG00000249959	0	0	0	1
ENSG00000249967	17	22	2	18
ENSG00000249971	0	5	0	3
ENSG00000249984	0	0	0	4
ENSG00000249988	32	56	9	45
ENSG00000249994	0	2	0	0
ENSG00000249998	45	54	4	30
ENSG00000250015	7	2	0	2
ENSG00000250024	0	3	0	1
ENSG00000250025	43	49	3	25
ENSG00000250032	0	3	1	0
ENSG00000250034	0	4	0	0
ENSG00000250038	13	14	0	9
ENSG00000250041	5	8	0	5
ENSG00000250043	17	25	1	29
ENSG00000250046	1	12	0	5
ENSG00000250049	182	312	42	193
ENSG00000250057	46	117	5	58
ENSG00000250064	72	71	4	34
ENSG00000250075	74	69	26	176
ENSG00000250098	4	5	0	7
ENSG00000250101	25	26	7	26
ENSG00000250122	0	0	0	1
ENSG00000250126	0	5	0	1
ENSG00000250132	2	2	0	3
ENSG00000250137	96	183	4	84
ENSG00000250149	80	119	12	68
ENSG00000250180	4	1	0	0
ENSG00000250195	357	837	36	353
ENSG00000250230	5	14	1	2
ENSG00000250237	101	82	30	131
ENSG00000250240	25	41	6	46
ENSG00000250256	11	13	1	6
ENSG00000250259	0	6	0	0
ENSG00000250260	0	1	0	0
ENSG00000250264	0	1	0	2
ENSG00000250267	8	5	3	5
ENSG00000250284	3	2	0	0
ENSG00000250286	12	26	2	35
ENSG00000250310	0	0	0	0
ENSG00000250333	18	37	0	17
ENSG00000250349	183	310	28	207
ENSG00000250362	8	2	0	2
ENSG00000250371	13	40	2	13
ENSG00000250379	3	6	0	8
ENSG00000250383	4	7	1	4
ENSG00000250390	3	6	0	3
ENSG00000250397	5	7	1	5
ENSG00000250406	4	4	0	4
ENSG00000250421	31	39	2	24
ENSG00000250424	3	8	3	19
ENSG00000250453	55	83	12	42
ENSG00000250481	15	24	1	10
ENSG00000250493	11	20	2	11
ENSG00000250501	32	40	1	32
ENSG00000250509	6	9	0	3
ENSG00000250519	59	45	2	54
ENSG00000250524	1	6	0	4
ENSG00000250532	3	6	0	2
ENSG00000250541	5	4	0	1
ENSG00000250583	1	0	0	0
ENSG00000250604	21	42	1	26
ENSG00000250614	0	0	0	1
ENSG00000250623	0	0	0	0
ENSG00000250626	3	5	0	3
ENSG00000250643	7	8	0	6
ENSG00000250644	0	4	0	2
ENSG00000250658	0	0	0	2
ENSG00000250697	237	432	40	497
ENSG00000250699	24	31	5	27
ENSG00000250706	10	18	0	7
ENSG00000250723	38	83	6	42
ENSG00000250734	0	3	0	3
ENSG00000250735	6	6	1	5
ENSG00000250751	6	4	1	7
ENSG00000250764	89	76	14	133
ENSG00000250775	29	25	0	14
ENSG00000250777	17	20	3	11
ENSG00000250781	130	112	9	46
ENSG00000250791	8	16	0	8
ENSG00000250820	4	11	3	10
ENSG00000250838	9	2	1	4
ENSG00000250842	97	219	3	170
ENSG00000250850	2	8	0	4
ENSG00000250855	8	16	1	8
ENSG00000250863	8	17	0	7
ENSG00000250865	2	3	0	0
ENSG00000250899	0	6	0	2
ENSG00000250917	96	173	15	157
ENSG00000250934	11	12	1	13
ENSG00000250945	0	7	0	8
ENSG00000250950	0	4	0	1
ENSG00000250954	45	64	5	38
ENSG00000250955	2	4	1	1
ENSG00000250969	54	92	7	35
ENSG00000250971	15	17	1	10
ENSG00000250977	0	0	0	1
ENSG00000250992	2	3	0	0
ENSG00000250993	39	53	3	33
ENSG00000250994	34	58	2	42
ENSG00000250999	9	13	0	11
ENSG00000251009	0	1	0	1
ENSG00000251012	5	4	1	4
ENSG00000251031	138	274	10	189
ENSG00000251033	11	14	1	0
ENSG00000251034	88	151	17	138
ENSG00000251055	3	10	0	2
ENSG00000251080	4	4	0	1
ENSG00000251088	36	82	7	32
ENSG00000251125	0	0	0	1
ENSG00000251127	0	3	0	3
ENSG00000251131	4	5	2	9
ENSG00000251139	1	1	2	0
ENSG00000251152	27	63	31	29
ENSG00000251161	0	1	0	0
ENSG00000251170	40	57	6	34
ENSG00000251184	6	10	1	4
ENSG00000251185	23	44	3	19
ENSG00000251199	89	166	19	117
ENSG00000251200	4	5	0	2
ENSG00000251205	19	22	6	16
ENSG00000251216	36	21	28	85
ENSG00000251218	4	6	0	4
ENSG00000251244	5	9	2	3
ENSG00000251259	2	7	1	12
ENSG00000251270	2	0	0	3
ENSG00000251293	7	10	2	5
ENSG00000251294	27	35	2	27
ENSG00000251310	0	1	0	0
ENSG00000251314	202	297	26	192
ENSG00000251325	0	3	0	4
ENSG00000251330	4	9	0	1
ENSG00000251339	165	268	13	154
ENSG00000251357	23	16	0	11
ENSG00000251361	4	8	0	4
ENSG00000251387	0	2	0	1
ENSG00000251388	35	87	20	123
ENSG00000251391	8	22	2	15
ENSG00000251393	6	7	1	5
ENSG00000251408	5	7	0	5
ENSG00000251409	9	14	1	7
ENSG00000251410	0	0	0	1
ENSG00000251412	4	4	0	5
ENSG00000251414	1	3	0	0
ENSG00000251416	8	15	2	6
ENSG00000251417	9	25	2	8
ENSG00000251446	2	2	0	2
ENSG00000251448	6	5	2	2
ENSG00000251458	10	13	2	35
ENSG00000251461	9	7	0	8
ENSG00000251471	21	24	1	12
ENSG00000251488	15	46	3	28
ENSG00000251510	0	2	0	0
ENSG00000251511	3	8	0	7
ENSG00000251532	4	3	0	1
ENSG00000251537	15	32	1	19
ENSG00000251555	26	97	2	38
ENSG00000251556	19	37	0	30
ENSG00000251567	63	90	7	47
ENSG00000251569	0	1	0	0
ENSG00000251574	131	205	12	101
ENSG00000251598	123	187	12	105
ENSG00000251599	0	2	0	1
ENSG00000251600	387	1093	48	568
ENSG00000251601	6	5	1	6
ENSG00000251613	23	57	7	37
ENSG00000251615	0	9	1	2
ENSG00000251652	34	46	7	25
ENSG00000251654	20	29	3	24
ENSG00000251665	0	0	0	1
ENSG00000251670	8	19	0	13
ENSG00000251679	3	3	0	2
ENSG00000251867	10	5	0	8
ENSG00000253100	11	22	0	9
ENSG00000253105	1	0	0	0
ENSG00000253106	14	6	1	11
ENSG00000253108	69	121	8	59
ENSG00000253112	2	3	0	1
ENSG00000253116	7	6	0	6
ENSG00000253122	19	55	0	20
ENSG00000253130	4	1	0	6
ENSG00000253141	0	5	0	0
ENSG00000253143	8	3	1	5
ENSG00000253154	20	35	2	12
ENSG00000253164	7	10	0	4
ENSG00000253168	3	1	0	0
ENSG00000253170	2	1	0	1
ENSG00000253171	9	19	0	9
ENSG00000253177	7	13	5	5
ENSG00000253181	7	7	0	5
ENSG00000253184	19	22	3	14
ENSG00000253190	1	7	0	1
ENSG00000253194	126	142	12	191
ENSG00000253197	40	50	2	30
ENSG00000253200	41	65	3	34
ENSG00000253205	7	17	0	11
ENSG00000253206	6	9	0	4
ENSG00000253207	5	7	0	6
ENSG00000253214	12	15	0	8
ENSG00000253217	5	7	3	7
ENSG00000253220	2	4	0	2
ENSG00000253235	0	3	0	1
ENSG00000253238	152	220	21	113
ENSG00000253252	2	0	0	0
ENSG00000253256	18	41	0	16
ENSG00000253260	2	4	0	3
ENSG00000253282	0	5	0	1
ENSG00000253286	10	21	0	12
ENSG00000253287	3	1	0	1
ENSG00000253288	123	178	10	87
ENSG00000253295	18	26	2	23
ENSG00000253300	15	30	1	16
ENSG00000253317	0	2	0	2
ENSG00000253322	33	38	6	25
ENSG00000253331	43	79	1	38
ENSG00000253334	7	29	0	5
ENSG00000253335	33	51	0	13
ENSG00000253344	11	33	2	20
ENSG00000253347	35	62	12	65
ENSG00000253348	29	68	7	42
ENSG00000253356	62	90	5	33
ENSG00000253363	105	131	9	73
ENSG00000253369	60	72	4	57
ENSG00000253374	0	0	0	0
ENSG00000253376	9	26	1	13
ENSG00000253377	27	41	3	20
ENSG00000253380	4	8	1	7
ENSG00000253389	0	0	0	1
ENSG00000253392	45	88	4	54
ENSG00000253397	0	1	0	0
ENSG00000253398	9	16	2	8
ENSG00000253416	0	0	0	2
ENSG00000253427	9	11	0	12
ENSG00000253444	1	23	3	5
ENSG00000253445	3	2	0	0
ENSG00000253449	0	7	0	2
ENSG00000253452	105	168	11	83
ENSG00000253471	31	57	3	36
ENSG00000253474	19	16	0	6
ENSG00000253476	4	3	0	11
ENSG00000253496	61	96	3	71
ENSG00000253500	56	53	4	33
ENSG00000253503	37	55	2	40
ENSG00000253515	9	13	0	5
ENSG00000253519	0	2	0	0
ENSG00000253524	33	35	2	35
ENSG00000253526	1	0	0	0
ENSG00000253530	3	1	0	2
ENSG00000253553	220	343	73	272
ENSG00000253557	82	114	11	98
ENSG00000253561	7	11	2	9
ENSG00000253562	2	0	0	2
ENSG00000253573	15	37	1	12
ENSG00000253574	1	8	0	3
ENSG00000253585	0	2	0	0
ENSG00000253593	3	0	0	0
ENSG00000253596	0	0	0	0
ENSG00000253604	0	2	0	0
ENSG00000253607	26	34	5	23
ENSG00000253608	147	251	12	246
ENSG00000253613	12	11	1	11
ENSG00000253619	38	59	5	23
ENSG00000253628	2	7	0	0
ENSG00000253629	1	0	0	0
ENSG00000253632	0	0	0	0
ENSG00000253634	59	81	5	53
ENSG00000253636	43	52	5	66
ENSG00000253642	98	182	25	137
ENSG00000253645	2	9	0	2
ENSG00000253648	1	3	0	0
ENSG00000253652	11	9	1	8
ENSG00000253653	6	3	0	1
ENSG00000253656	15	22	0	10
ENSG00000253659	9	20	0	12
ENSG00000253664	20	39	0	17
ENSG00000253666	4	7	0	3
ENSG00000253673	1	7	0	13
ENSG00000253675	24	47	1	10
ENSG00000253682	0	0	0	0
ENSG00000253688	3	0	0	4
ENSG00000253690	40	61	5	29
ENSG00000253693	213	211	56	317
ENSG00000253699	9	10	0	9
ENSG00000253706	6	9	1	9
ENSG00000253708	1	5	0	6
ENSG00000253715	1	3	0	2
ENSG00000253717	5	12	0	3
ENSG00000253722	0	5	0	1
ENSG00000253730	9	7	0	4
ENSG00000253735	8	11	0	5
ENSG00000253736	13	40	3	12
ENSG00000253744	0	0	0	0
ENSG00000253754	0	5	0	1
ENSG00000253762	9	7	0	3
ENSG00000253766	39	120	9	129
ENSG00000253768	0	3	0	0
ENSG00000253774	2	6	0	2
ENSG00000253775	9	17	0	7
ENSG00000253776	1	10	1	10
ENSG00000253782	0	1	0	2
ENSG00000253796	27	55	5	23
ENSG00000253809	2	8	0	4
ENSG00000253821	3	13	3	9
ENSG00000253824	21	35	0	23
ENSG00000253825	2	5	0	1
ENSG00000253829	0	1	0	0
ENSG00000253832	6	11	0	1
ENSG00000253834	2	0	0	2
ENSG00000253836	65	107	6	60
ENSG00000253844	16	21	2	18
ENSG00000253852	0	2	0	0
ENSG00000253853	57	90	5	85
ENSG00000253855	3	5	0	1
ENSG00000253859	20	26	2	21
ENSG00000253871	1	0	0	3
ENSG00000253875	8	6	3	7
ENSG00000253880	49	73	8	49
ENSG00000253887	3	0	0	0
ENSG00000253888	21	33	4	20
ENSG00000253894	0	0	0	0
ENSG00000253901	113	202	12	82
ENSG00000253911	0	2	0	1
ENSG00000253917	34	26	0	12
ENSG00000253925	15	18	3	14
ENSG00000253926	2	10	0	6
ENSG00000253927	4	5	0	1
ENSG00000253932	0	0	0	1
ENSG00000253939	70	96	4	44
ENSG00000253949	2	2	0	3
ENSG00000253956	0	6	1	0
ENSG00000253965	8	20	2	11
ENSG00000253968	10	6	0	6
ENSG00000253976	21	36	1	17
ENSG00000253980	18	25	0	11
ENSG00000253983	46	67	3	32
ENSG00000253988	12	9	0	6
ENSG00000253992	0	0	0	1
ENSG00000254002	15	25	3	13
ENSG00000254006	0	1	0	2
ENSG00000254007	8	1	0	1
ENSG00000254024	8	9	0	5
ENSG00000254028	0	3	0	0
ENSG00000254033	19	24	0	14
ENSG00000254035	28	40	4	38
ENSG00000254039	4	7	0	1
ENSG00000254040	1	9	0	2
ENSG00000254043	0	3	0	0
ENSG00000254055	2	1	0	0
ENSG00000254057	5	11	1	4
ENSG00000254084	11	19	0	4
ENSG00000254089	7	7	0	0
ENSG00000254092	51	79	6	42
ENSG00000254099	18	21	2	9
ENSG00000254111	8	10	0	5
ENSG00000254115	22	18	1	12
ENSG00000254129	43	48	0	21
ENSG00000254135	25	28	2	13
ENSG00000254136	3	8	0	9
ENSG00000254138	10	21	1	10
ENSG00000254143	5	8	0	2
ENSG00000254162	5	3	0	5
ENSG00000254163	4	14	1	24
ENSG00000254171	4	8	2	10
ENSG00000254177	0	5	0	2
ENSG00000254178	10	21	0	9
ENSG00000254180	124	275	17	144
ENSG00000254186	299	545	31	379
ENSG00000254192	2	0	0	3
ENSG00000254194	35	63	4	31
ENSG00000254202	26	44	12	37
ENSG00000254208	0	0	0	1
ENSG00000254222	11	16	7	11
ENSG00000254230	0	1	0	2
ENSG00000254237	14	25	2	14
ENSG00000254242	26	35	1	21
ENSG00000254246	0	2	0	5
ENSG00000254248	5	3	0	2
ENSG00000254251	21	21	1	5
ENSG00000254258	0	0	0	0
ENSG00000254261	2	4	0	3
ENSG00000254263	20	24	3	23
ENSG00000254277	9	15	1	5
ENSG00000254278	1	0	0	0
ENSG00000254288	7	20	3	10
ENSG00000254295	12	11	0	5
ENSG00000254302	10	21	2	13
ENSG00000254303	69	95	3	46
ENSG00000254306	12	15	0	6
ENSG00000254307	2	4	0	2
ENSG00000254315	0	0	0	1
ENSG00000254317	1	5	0	1
ENSG00000254321	1	6	0	3
ENSG00000254337	3	3	0	0
ENSG00000254339	3	9	3	2
ENSG00000254343	42	114	0	32
ENSG00000254347	5	7	0	0
ENSG00000254350	8	22	1	10
ENSG00000254361	47	69	5	38
ENSG00000254363	26	51	1	38
ENSG00000254365	5	5	0	1
ENSG00000254366	27	43	1	25
ENSG00000254367	25	28	0	26
ENSG00000254380	27	79	3	5
ENSG00000254394	521	819	35	444
ENSG00000254396	1	2	0	1
ENSG00000254397	5	10	2	6
ENSG00000254404	11	15	1	9
ENSG00000254409	61	86	3	55
ENSG00000254420	111	126	19	108
ENSG00000254434	5	38	0	24
ENSG00000254444	14	16	2	13
ENSG00000254447	8	7	0	8
ENSG00000254459	133	158	14	134
ENSG00000254461	3	6	1	5
ENSG00000254467	3	0	1	0
ENSG00000254468	11	4	0	5
ENSG00000254477	3	4	0	0
ENSG00000254499	0	0	0	1
ENSG00000254501	13	2	0	6
ENSG00000254511	6	14	0	2
ENSG00000254519	10	11	0	5
ENSG00000254526	19	15	1	10
ENSG00000254536	7	8	3	20
ENSG00000254538	54	71	1	64
ENSG00000254551	1	6	0	1
ENSG00000254553	72	114	4	68
ENSG00000254559	0	1	0	0
ENSG00000254561	11	22	0	8
ENSG00000254563	4	1	0	0
ENSG00000254568	0	1	0	3
ENSG00000254571	9	12	1	7
ENSG00000254587	117	201	8	110
ENSG00000254604	70	111	11	72
ENSG00000254605	0	4	0	3
ENSG00000254631	38	54	6	34
ENSG00000254639	8	2	0	2
ENSG00000254645	22	24	1	7
ENSG00000254653	2	0	0	0
ENSG00000254662	2	0	0	0
ENSG00000254664	1	2	0	6
ENSG00000254669	0	0	0	1
ENSG00000254673	1	3	0	3
ENSG00000254675	0	0	0	4
ENSG00000254686	0	3	0	0
ENSG00000254687	6	4	0	1
ENSG00000254688	0	1	0	3
ENSG00000254692	77	91	15	91
ENSG00000254695	20	23	0	20
ENSG00000254698	0	0	0	0
ENSG00000254706	42	90	12	35
ENSG00000254707	0	0	0	0
ENSG00000254710	15	18	0	9
ENSG00000254718	7	7	0	10
ENSG00000254731	22	49	12	104
ENSG00000254734	52	90	7	41
ENSG00000254741	0	7	0	4
ENSG00000254744	0	0	0	2
ENSG00000254746	0	0	0	1
ENSG00000254756	0	3	0	1
ENSG00000254757	34	29	5	11
ENSG00000254775	10	16	2	4
ENSG00000254777	59	109	5	139
ENSG00000254787	26	31	2	27
ENSG00000254790	2	0	0	0
ENSG00000254804	11	19	0	6
ENSG00000254810	0	2	0	2
ENSG00000254812	23	26	3	21
ENSG00000254814	0	0	0	0
ENSG00000254821	6	13	0	4
ENSG00000254833	10	7	0	7
ENSG00000254846	0	5	0	3
ENSG00000254859	3	9	0	9
ENSG00000254861	3	4	0	5
ENSG00000254865	19	29	2	15
ENSG00000254873	1	2	0	1
ENSG00000254878	4	6	0	2
ENSG00000254898	2	4	0	3
ENSG00000254900	0	0	0	1
ENSG00000254905	0	0	0	4
ENSG00000254907	20	29	4	14
ENSG00000254927	2	1	0	1
ENSG00000254929	354	564	38	264
ENSG00000254933	8	8	0	8
ENSG00000254951	0	3	0	2
ENSG00000254963	1	0	0	0
ENSG00000254964	0	0	0	3
ENSG00000254973	4	8	0	1
ENSG00000254975	1	7	0	1
ENSG00000254979	4	7	0	6
ENSG00000254980	5	5	0	2
ENSG00000254990	12	8	0	14
ENSG00000254991	0	4	0	2
ENSG00000255005	4	2	0	3
ENSG00000255021	5	6	1	18
ENSG00000255026	1	6	0	0
ENSG00000255028	45	85	6	34
ENSG00000255029	20	45	3	34
ENSG00000255031	43	135	7	67
ENSG00000255038	0	1	0	2
ENSG00000255041	13	13	1	13
ENSG00000255046	8	12	1	14
ENSG00000255050	2	5	0	0
ENSG00000255087	19	28	2	24
ENSG00000255094	8	13	2	10
ENSG00000255101	9	3	4	6
ENSG00000255102	201	493	28	299
ENSG00000255108	10	18	0	27
ENSG00000255118	0	3	0	0
ENSG00000255130	73	147	8	50
ENSG00000255132	8	9	1	20
ENSG00000255139	68	129	5	88
ENSG00000255146	4	5	0	2
ENSG00000255158	42	49	1	16
ENSG00000255160	3	2	0	8
ENSG00000255164	0	2	0	0
ENSG00000255173	0	0	0	1
ENSG00000255179	1	0	0	1
ENSG00000255182	10	24	8	37
ENSG00000255201	7	11	0	0
ENSG00000255202	0	4	0	9
ENSG00000255209	26	103	2	52
ENSG00000255219	5	14	0	7
ENSG00000255224	1	2	0	1
ENSG00000255229	9	21	1	5
ENSG00000255237	5	7	0	4
ENSG00000255241	3	21	0	10
ENSG00000255244	2	0	0	4
ENSG00000255250	21	35	7	89
ENSG00000255252	4	7	0	2
ENSG00000255271	1	6	0	5
ENSG00000255279	5	10	0	6
ENSG00000255292	82	104	4	76
ENSG00000255299	0	0	0	0
ENSG00000255301	0	1	0	0
ENSG00000255314	31	37	2	32
ENSG00000255320	13	33	0	15
ENSG00000255321	1	6	0	0
ENSG00000255328	0	0	0	1
ENSG00000255330	12	9	14	32
ENSG00000255339	18	24	2	20
ENSG00000255340	3	6	0	2
ENSG00000255348	0	1	1	0
ENSG00000255357	5	7	0	2
ENSG00000255367	413	234	2	61
ENSG00000255375	0	2	0	0
ENSG00000255384	2	1	0	2
ENSG00000255389	2	4	0	2
ENSG00000255395	31	48	3	30
ENSG00000255410	1	3	1	4
ENSG00000255421	4	3	0	1
ENSG00000255422	33	43	2	26
ENSG00000255429	4	5	2	4
ENSG00000255432	12	15	1	11
ENSG00000255438	0	1	0	1
ENSG00000255439	5	8	2	14
ENSG00000255446	10	3	0	2
ENSG00000255447	8	12	0	12
ENSG00000255448	2	2	0	0
ENSG00000255467	24	17	0	12
ENSG00000255470	11	14	0	8
ENSG00000255475	18	23	2	16
ENSG00000255476	89	123	14	74
ENSG00000255478	17	52	4	56
ENSG00000255480	2	5	0	2
ENSG00000255482	5	12	1	0
ENSG00000255487	0	3	0	2
ENSG00000255491	25	36	4	26
ENSG00000255495	13	20	1	36
ENSG00000255496	74	125	4	54
ENSG00000255506	14	9	0	4
ENSG00000255508	1	0	0	0
ENSG00000255516	1	8	0	5
ENSG00000255520	12	17	5	5
ENSG00000255523	0	0	0	0
ENSG00000255528	4	6	0	1
ENSG00000255537	6	12	0	9
ENSG00000255555	9	12	1	6
ENSG00000255557	9	11	3	6
ENSG00000255558	10	11	0	7
ENSG00000255572	6	5	0	5
ENSG00000255580	30	39	2	24
ENSG00000255621	18	41	5	70
ENSG00000255639	40	39	14	43
ENSG00000255641	0	2	0	0
ENSG00000255644	0	2	0	0
ENSG00000255648	2	6	1	2
ENSG00000255655	2	0	0	0
ENSG00000255663	32	29	1	13
ENSG00000255670	27	22	1	15
ENSG00000255672	8	7	0	6
ENSG00000255680	2	1	0	0
ENSG00000255689	8	11	0	13
ENSG00000255692	0	1	0	2
ENSG00000255723	90	96	3	47
ENSG00000255730	10	20	2	19
ENSG00000255745	51	69	6	32
ENSG00000255775	0	3	0	2
ENSG00000255801	0	2	0	0
ENSG00000255829	12	21	1	13
ENSG00000255835	28	50	7	18
ENSG00000255845	3	0	0	0
ENSG00000255847	5	3	0	4
ENSG00000255856	5	4	2	7
ENSG00000255872	186	235	16	147
ENSG00000255886	15	26	1	14
ENSG00000255910	372	548	30	392
ENSG00000255931	7	7	0	7
ENSG00000255946	40	62	2	33
ENSG00000255983	18	28	0	14
ENSG00000256001	3	0	0	5
ENSG00000256013	2	0	0	3
ENSG00000256029	2	9	0	2
ENSG00000256034	1	1	0	0
ENSG00000256072	0	1	0	0
ENSG00000256100	10	13	1	7
ENSG00000256116	25	37	3	35
ENSG00000256149	7	11	0	15
ENSG00000256152	3	3	0	9
ENSG00000256195	8	12	1	6
ENSG00000256196	1	8	0	2
ENSG00000256199	29	53	2	27
ENSG00000256206	27	29	4	16
ENSG00000256209	8	7	1	4
ENSG00000256226	27	40	4	19
ENSG00000256237	5	10	0	5
ENSG00000256249	13	19	1	14
ENSG00000256250	2	5	0	0
ENSG00000256286	11	15	3	13
ENSG00000256298	2	0	0	0
ENSG00000256311	13	34	0	15
ENSG00000256314	4	4	0	3
ENSG00000256349	2	2	0	5
ENSG00000256357	2	0	0	2
ENSG00000256364	1	1	0	2
ENSG00000256389	77	130	1	72
ENSG00000256407	8	12	0	11
ENSG00000256417	24	34	4	12
ENSG00000256427	1	2	0	0
ENSG00000256433	2	2	0	2
ENSG00000256452	0	0	0	2
ENSG00000256469	6	14	1	4
ENSG00000256504	1	4	0	0
ENSG00000256512	0	0	0	2
ENSG00000256514	2	2	1	5
ENSG00000256538	4	9	2	12
ENSG00000256566	94	118	18	97
ENSG00000256568	6	15	1	8
ENSG00000256591	318	402	45	327
ENSG00000256632	4	5	2	3
ENSG00000256646	10	2	0	7
ENSG00000256654	9	12	0	6
ENSG00000256658	16	20	1	12
ENSG00000256686	8	10	0	7
ENSG00000256695	6	8	0	0
ENSG00000256705	2	6	0	4
ENSG00000256706	1	0	0	0
ENSG00000256732	0	4	1	1
ENSG00000256803	2	1	0	3
ENSG00000256814	3	0	0	2
ENSG00000256825	12	22	1	7
ENSG00000256861	0	0	0	4
ENSG00000256894	3	0	0	0
ENSG00000256897	10	3	0	2
ENSG00000256915	3	11	1	2
ENSG00000256947	21	49	2	23
ENSG00000256955	5	10	1	8
ENSG00000256966	31	37	1	21
ENSG00000256967	1	10	0	4
ENSG00000256972	7	7	2	6
ENSG00000257000	3	9	1	2
ENSG00000257004	13	17	6	10
ENSG00000257022	12	21	5	9
ENSG00000257027	29	49	3	26
ENSG00000257042	3	3	0	5
ENSG00000257060	118	204	21	95
ENSG00000257062	6	9	0	5
ENSG00000257065	5	7	0	8
ENSG00000257083	6	8	0	5
ENSG00000257086	1	4	0	0
ENSG00000257105	3	2	0	1
ENSG00000257120	0	5	0	2
ENSG00000257165	9	20	3	12
ENSG00000257181	2	0	0	3
ENSG00000257191	10	28	0	7
ENSG00000257194	2	5	0	1
ENSG00000257207	9	24	0	3
ENSG00000257221	0	6	1	1
ENSG00000257222	0	0	0	2
ENSG00000257239	59	56	3	34
ENSG00000257252	97	101	8	114
ENSG00000257253	0	4	0	0
ENSG00000257256	10	15	1	15
ENSG00000257258	1	6	1	1
ENSG00000257262	0	2	0	0
ENSG00000257265	21	20	1	6
ENSG00000257268	14	15	1	11
ENSG00000257270	9	5	0	6
ENSG00000257275	15	37	1	12
ENSG00000257277	12	15	0	7
ENSG00000257279	21	37	1	13
ENSG00000257283	25	25	3	30
ENSG00000257284	2	0	0	0
ENSG00000257286	17	28	1	18
ENSG00000257322	137	666	19	166
ENSG00000257327	1	0	0	3
ENSG00000257341	0	0	0	1
ENSG00000257355	5	4	0	0
ENSG00000257373	0	2	0	1
ENSG00000257379	21	36	3	20
ENSG00000257386	0	2	0	0
ENSG00000257390	3	2	1	5
ENSG00000257391	0	0	0	0
ENSG00000257398	9	32	1	14
ENSG00000257407	6	23	4	26
ENSG00000257429	4	6	0	1
ENSG00000257434	4	4	0	2
ENSG00000257449	10	6	0	10
ENSG00000257452	32	43	4	37
ENSG00000257454	6	10	0	6
ENSG00000257456	3	4	0	0
ENSG00000257458	21	23	1	17
ENSG00000257474	3	3	1	0
ENSG00000257494	5	2	0	0
ENSG00000257496	62	140	13	77
ENSG00000257500	3	2	0	1
ENSG00000257514	0	2	0	0
ENSG00000257517	5	10	1	4
ENSG00000257519	0	0	0	5
ENSG00000257524	6	9	0	9
ENSG00000257526	66	86	0	138
ENSG00000257548	10	17	1	14
ENSG00000257553	3	14	0	16
ENSG00000257587	4	3	0	0
ENSG00000257622	0	1	0	0
ENSG00000257634	6	4	1	2
ENSG00000257647	5	5	0	7
ENSG00000257653	2	5	1	0
ENSG00000257654	1	4	0	0
ENSG00000257657	28	55	4	34
ENSG00000257663	4	2	0	6
ENSG00000257703	15	27	3	18
ENSG00000257715	9	16	1	7
ENSG00000257729	12	36	1	23
ENSG00000257735	207	509	16	308
ENSG00000257737	0	0	0	0
ENSG00000257746	25	43	5	19
ENSG00000257759	186	284	11	183
ENSG00000257764	2	6	0	4
ENSG00000257767	9	13	0	10
ENSG00000257781	9	27	2	20
ENSG00000257826	0	0	0	4
ENSG00000257829	0	1	0	0
ENSG00000257831	60	55	4	28
ENSG00000257869	15	14	0	3
ENSG00000257870	1	0	0	0
ENSG00000257878	5	7	0	5
ENSG00000257879	6	11	0	6
ENSG00000257900	9	4	0	2
ENSG00000257904	12	14	1	15
ENSG00000257910	0	1	0	0
