	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
FIBP	1537.0	5.0	1469.0	254.0	566.0	2241.0	349.0	3520.0	3083.0	910.0
CCDC85B	946.0	1.0	1028.0	30.0	735.0	1623.0	186.0	2621.0	1192.0	623.0
FOSL1	99.0	2.0	295.0	2.0	303.0	62.0	2.0	361.0	9.0	29.0
C11orf68	272.0	2.0	248.0	15.0	64.0	126.0	41.0	649.0	450.0	93.0
DRAP1	2259.0	19.0	3133.0	262.0	735.0	2462.0	448.0	5192.0	3849.0	1031.0
TSGA10IP	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SART1	850.0	7.0	1040.0	113.0	307.0	566.0	90.0	1758.0	963.0	230.0
EIF1AD	232.0	2.0	295.0	40.0	125.0	276.0	65.0	809.0	357.0	112.0
BANF1	6556.0	14.0	4066.0	361.0	987.0	7722.0	1455.0	12629.0	10980.0	2706.0
CST6	6.0	0.0	0.0	0.0	3.0	0.0	1.0	19.0	0.0	0.0
CATSPER1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
GAL3ST3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
SF3B2	6069.0	18.0	3735.0	658.0	1650.0	3276.0	791.0	11434.0	6174.0	2558.0
AP006287.2	3.0	0.0	2.0	2.0	0.0	7.0	0.0	9.0	5.0	2.0
PACS1	154.0	2.0	261.0	20.0	54.0	168.0	35.0	385.0	276.0	90.0
AP000759.1	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	1.0
KLC2	161.0	1.0	461.0	49.0	82.0	253.0	16.0	319.0	206.0	58.0
AP001107.4	4.0	0.0	0.0	0.0	2.0	9.0	1.0	6.0	1.0	1.0
AP001107.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AP001107.7	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
RAB1B	2226.0	11.0	2294.0	353.0	899.0	1330.0	221.0	5000.0	3087.0	1097.0
AP001107.1	1.0	1.0	3.0	0.0	0.0	5.0	0.0	3.0	3.0	1.0
AP001107.2	13.0	0.0	3.0	1.0	1.0	4.0	0.0	14.0	9.0	1.0
CNIH2	10.0	0.0	13.0	2.0	8.0	35.0	9.0	53.0	55.0	10.0
YIF1A	3120.0	15.0	3400.0	367.0	622.0	5313.0	657.0	9329.0	6796.0	2613.0
TMEM151A	4.0	0.0	4.0	0.0	10.0	9.0	1.0	80.0	4.0	2.0
AP001107.3	3.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0
CD248	121.0	0.0	5.0	1.0	0.0	64.0	33.0	67.0	63.0	7.0
RIN1	239.0	1.0	312.0	11.0	51.0	183.0	14.0	390.0	94.0	67.0
AP001107.6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
BRMS1	1134.0	4.0	1059.0	149.0	539.0	1393.0	163.0	1883.0	1199.0	364.0
B4GAT1	179.0	5.0	263.0	41.0	106.0	637.0	127.0	1205.0	741.0	385.0
AP001107.9	401.0	2.0	828.0	87.0	246.0	452.0	56.0	1013.0	304.0	169.0
SLC29A2	442.0	0.0	560.0	29.0	39.0	425.0	41.0	1545.0	491.0	200.0
NPAS4	0.0	0.0	0.0	0.0	1.0	2.0	0.0	8.0	2.0	0.0
MRPL11	4003.0	4.0	2809.0	288.0	610.0	3419.0	756.0	7276.0	5651.0	1535.0
PELI3	28.0	0.0	19.0	5.0	19.0	37.0	5.0	49.0	45.0	10.0
AP002748.3	513.0	1.0	462.0	61.0	55.0	174.0	22.0	256.0	312.0	82.0
DPP3	927.0	3.0	611.0	146.0	238.0	737.0	74.0	867.0	646.0	341.0
AP002748.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS1	134.0	1.0	59.0	8.0	18.0	72.0	21.0	175.0	84.0	108.0
ZDHHC24	648.0	1.0	396.0	40.0	270.0	593.0	74.0	1275.0	851.0	338.0
ACTN3	2.0	0.0	0.0	0.0	2.0	6.0	1.0	4.0	4.0	0.0
AP002748.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSF	64.0	0.0	40.0	0.0	14.0	58.0	13.0	244.0	203.0	27.0
CCDC87	2.0	0.0	3.0	2.0	8.0	1.0	0.0	4.0	1.0	2.0
CCS	2490.0	9.0	2010.0	232.0	633.0	1289.0	284.0	3999.0	2707.0	822.0
RBM14	606.0	6.0	842.0	43.0	185.0	1400.0	113.0	1118.0	589.0	342.0
RBM14-RBM4	55.0	0.0	9.0	0.0	4.0	20.0	2.0	26.0	12.0	16.0
RBM4	1752.0	3.0	503.0	61.0	217.0	878.0	242.0	1685.0	1132.0	1327.0
RBM4B	390.0	2.0	172.0	28.0	62.0	499.0	112.0	417.0	394.0	265.0
AP001157.1	270.0	0.0	130.0	19.0	4.0	70.0	42.0	97.0	70.0	31.0
SPTBN2	32.0	0.0	13.0	0.0	10.0	21.0	1.0	37.0	50.0	37.0
C11orf80	458.0	7.0	522.0	75.0	264.0	239.0	38.0	542.0	456.0	198.0
RCE1	609.0	0.0	1254.0	90.0	206.0	718.0	86.0	2648.0	1062.0	507.0
PC	264.0	3.0	648.0	111.0	203.0	141.0	29.0	363.0	118.0	70.0
LRFN4	51.0	0.0	367.0	2.0	13.0	175.0	24.0	515.0	185.0	109.0
C11orf86	301.0	34.0	6042.0	371.0	2134.0	1960.0	201.0	2979.0	1371.0	371.0
SYT12	11.0	0.0	51.0	0.0	12.0	10.0	1.0	0.0	0.0	0.0
RHOD	275.0	1.0	1193.0	106.0	207.0	741.0	177.0	3385.0	1533.0	675.0
KDM2A	1499.0	9.0	1294.0	150.0	499.0	568.0	106.0	2942.0	678.0	490.0
GRK2	1221.0	6.0	2323.0	144.0	430.0	546.0	85.0	3017.0	838.0	415.0
ANKRD13D	235.0	1.0	378.0	26.0	69.0	211.0	19.0	584.0	240.0	128.0
SSH3	866.0	1.0	1119.0	94.0	270.0	543.0	55.0	1241.0	592.0	331.0
RAD9A	708.0	5.0	1006.0	89.0	394.0	865.0	136.0	1744.0	758.0	284.0
POLD4	3994.0	7.0	3875.0	613.0	1711.0	1047.0	223.0	9088.0	5269.0	2511.0
AP003419.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AP003419.2	38.0	0.0	24.0	2.0	20.0	5.0	1.0	151.0	0.0	15.0
CLCF1	40.0	0.0	94.0	2.0	19.0	120.0	6.0	365.0	71.0	96.0
AP003419.3	7.0	0.0	11.0	0.0	1.0	9.0	2.0	37.0	1.0	4.0
PPP1CA	5460.0	14.0	4459.0	626.0	1427.0	4574.0	662.0	7663.0	5612.0	1936.0
TBC1D10C	8.0	1.0	3.0	0.0	4.0	23.0	2.0	22.0	23.0	3.0
CARNS1	8.0	0.0	2.0	3.0	32.0	5.0	1.0	5.0	3.0	0.0
RPS6KB2	958.0	9.0	1496.0	210.0	471.0	1218.0	150.0	1817.0	939.0	424.0
RPS6KB2-AS1	4.0	0.0	8.0	0.0	0.0	50.0	3.0	4.0	3.0	0.0
CORO1B	2974.0	16.0	3568.0	490.0	1406.0	2963.0	378.0	7344.0	3873.0	1485.0
PTPRCAP	6.0	0.0	1.0	0.0	2.0	0.0	0.0	9.0	18.0	1.0
GPR152	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0
CABP4	6.0	0.0	12.0	0.0	7.0	34.0	0.0	16.0	0.0	8.0
TMEM134	1920.0	3.0	1944.0	169.0	654.0	2008.0	354.0	4877.0	2843.0	1054.0
AIP	607.0	8.0	864.0	202.0	449.0	1184.0	216.0	3628.0	1762.0	597.0
PITPNM1	543.0	1.0	1967.0	126.0	379.0	291.0	65.0	1920.0	312.0	185.0
CDK2AP2	2573.0	20.0	6140.0	485.0	1322.0	4814.0	1120.0	29062.0	12696.0	1932.0
CABP2	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
GSTP1	38999.0	175.0	39263.0	5049.0	8029.0	60463.0	10660.0	179523.0	100245.0	32588.0
C11orf72	6.0	1.0	2.0	1.0	0.0	3.0	1.0	7.0	2.0	9.0
AP003385.3	2.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
NDUFV1	7705.0	21.0	6375.0	775.0	2191.0	4623.0	943.0	14980.0	8984.0	3095.0
NUDT8	1724.0	2.0	1346.0	169.0	562.0	135.0	14.0	1988.0	1758.0	676.0
TBX10	77.0	1.0	89.0	79.0	71.0	126.0	5.0	649.0	475.0	74.0
ACY3	907.0	6.0	1371.0	321.0	969.0	2491.0	392.0	5541.0	3784.0	945.0
ALDH3B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AP003716.1	859.0	1.0	466.0	169.0	128.0	447.0	215.0	1481.0	1193.0	197.0
UNC93B1	967.0	4.0	1587.0	104.0	286.0	482.0	36.0	1053.0	815.0	165.0
ALDH3B1	408.0	1.0	455.0	53.0	265.0	360.0	43.0	559.0	347.0	227.0
AC004923.4	2.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0
NDUFS8	9643.0	33.0	7629.0	908.0	2616.0	5924.0	1086.0	11737.0	9994.0	2802.0
TCIRG1	1777.0	4.0	3168.0	337.0	762.0	652.0	86.0	1893.0	1057.0	551.0
AP002807.1	120.0	1.0	138.0	14.0	22.0	33.0	9.0	72.0	43.0	19.0
CHKA	1533.0	11.0	1790.0	408.0	789.0	695.0	320.0	12085.0	2996.0	578.0
AP002992.1	8.0	0.0	2.0	0.0	7.0	32.0	1.0	43.0	10.0	7.0
KMT5B	2088.0	8.0	1586.0	235.0	380.0	805.0	184.0	2941.0	1516.0	690.0
C11orf24	1480.0	12.0	3320.0	427.0	801.0	938.0	117.0	2695.0	1510.0	944.0
LRP5	1407.0	7.0	1494.0	216.0	833.0	822.0	115.0	2992.0	1404.0	736.0
PPP6R3	1513.0	19.0	1500.0	209.0	342.0	595.0	179.0	2483.0	1180.0	491.0
AP003096.1	5.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0
GAL	6.0	0.0	7.0	0.0	14.0	46.0	4.0	76.0	82.0	30.0
TESMIN	261.0	1.0	123.0	5.0	31.0	187.0	42.0	650.0	498.0	150.0
CPT1A	1261.0	23.0	2072.0	302.0	721.0	627.0	140.0	1828.0	952.0	719.0
AP000808.1	10.0	0.0	4.0	0.0	3.0	6.0	4.0	34.0	13.0	4.0
MRPL21	3240.0	14.0	2340.0	414.0	586.0	2752.0	530.0	8013.0	5070.0	1377.0
IGHMBP2	269.0	3.0	309.0	45.0	190.0	194.0	31.0	604.0	254.0	135.0
AP000808.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003071.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRF	9.0	0.0	1.0	0.0	0.0	48.0	15.0	51.0	15.0	1.0
MRGPRF-AS1	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0
TPCN2	353.0	2.0	460.0	59.0	117.0	265.0	45.0	739.0	436.0	155.0
AP003071.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003071.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003071.5	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0
MYEOV	15.0	0.0	121.0	0.0	13.0	4.0	2.0	10.0	6.0	3.0
AP005233.2	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AP005233.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000439.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0
AP000439.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AP000439.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000439.2	243.0	1.0	136.0	27.0	127.0	370.0	17.0	448.0	245.0	168.0
LINC01488	1.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	3.0	0.0
CCND1	1929.0	6.0	2198.0	109.0	497.0	3524.0	322.0	3545.0	2835.0	1004.0
ORAOV1	644.0	4.0	465.0	83.0	147.0	203.0	33.0	529.0	376.0	226.0
FGF19	18.0	5.0	69.0	0.0	217.0	3.0	0.0	37.0	18.0	25.0
FGF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP007216.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP007216.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
AP003555.3	1.0	0.0	17.0	0.0	3.0	0.0	0.0	7.0	8.0	5.0
AP003555.2	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AP003555.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO1	19.0	0.0	55.0	3.0	8.0	15.0	8.0	19.0	23.0	25.0
ANO1-AS1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FADD	895.0	1.0	783.0	85.0	155.0	719.0	96.0	926.0	838.0	366.0
AP000879.1	2.0	0.0	1.0	3.0	4.0	3.0	2.0	2.0	5.0	0.0
PPFIA1	1744.0	16.0	1919.0	250.0	559.0	287.0	56.0	1533.0	738.0	323.0
AP002336.2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0
AP002336.3	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AP000487.2	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP000487.1	55.0	2.0	47.0	5.0	54.0	33.0	4.0	174.0	85.0	65.0
CTTN	3318.0	22.0	4342.0	489.0	585.0	2310.0	311.0	5296.0	1842.0	844.0
SHANK2	335.0	1.0	272.0	26.0	70.0	99.0	25.0	518.0	223.0	206.0
SHANK2-AS1	3.0	1.0	4.0	0.0	1.0	7.0	0.0	1.0	0.0	1.0
SHANK2-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
SHANK2-AS3	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
DHCR7	1172.0	9.0	1102.0	212.0	398.0	1484.0	122.0	4054.0	1605.0	590.0
AP002387.2	629.0	0.0	372.0	71.0	96.0	283.0	49.0	1029.0	763.0	156.0
NADSYN1	2018.0	9.0	2088.0	383.0	658.0	627.0	114.0	1733.0	929.0	644.0
KRTAP5-7	28.0	0.0	4.0	2.0	2.0	3.0	0.0	34.0	9.0	10.0
KRTAP5-8	9.0	0.0	2.0	2.0	2.0	1.0	0.0	4.0	0.0	0.0
KRTAP5-9	25.0	0.0	6.0	0.0	2.0	1.0	0.0	9.0	4.0	2.0
KRTAP5-10	7.0	0.0	5.0	0.0	0.0	2.0	0.0	7.0	3.0	1.0
KRTAP5-11	3.0	0.0	0.0	0.0	0.0	2.0	0.0	16.0	9.0	2.0
AP003498.1	11.0	0.0	2.0	1.0	3.0	18.0	5.0	27.0	10.0	2.0
FAM86C1	195.0	1.0	119.0	21.0	39.0	247.0	26.0	331.0	305.0	122.0
ZNF705E	8.0	0.0	2.0	1.0	6.0	3.0	0.0	5.0	3.0	2.0
DEFB108B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002495.2	157.0	0.0	80.0	15.0	45.0	131.0	30.0	113.0	98.0	95.0
DEFB131B	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
RNF121	505.0	5.0	531.0	143.0	237.0	577.0	78.0	1524.0	929.0	358.0
IL18BP	73.0	0.0	60.0	17.0	27.0	23.0	1.0	62.0	39.0	25.0
NUMA1	2542.0	14.0	1731.0	320.0	1002.0	1117.0	271.0	5806.0	2910.0	1021.0
AP002490.1	58.0	1.0	52.0	32.0	20.0	13.0	1.0	85.0	44.0	15.0
LRTOMT	74.0	0.0	33.0	5.0	23.0	102.0	24.0	84.0	75.0	31.0
AP000812.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMTOR1	5180.0	9.0	3403.0	514.0	828.0	7062.0	1012.0	15046.0	9865.0	3394.0
AP000812.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANAPC15	1938.0	6.0	1263.0	146.0	366.0	1206.0	297.0	1909.0	1895.0	523.0
FOLR3	0.0	0.0	1.0	0.0	0.0	5.0	1.0	3.0	20.0	25.0
AP000812.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
FOLR1	16.0	0.0	17.0	2.0	1.0	98.0	28.0	228.0	179.0	143.0
FOLR2	7.0	0.0	5.0	0.0	1.0	16.0	0.0	58.0	16.0	26.0
INPPL1	618.0	1.0	1202.0	107.0	254.0	192.0	37.0	885.0	395.0	142.0
PHOX2A	1.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	3.0	0.0
CLPB	292.0	6.0	225.0	37.0	77.0	195.0	28.0	485.0	170.0	113.0
AP000593.3	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AP002892.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002892.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003785.1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
LINC01537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PDE2A	22.0	0.0	8.0	4.0	23.0	30.0	2.0	61.0	37.0	19.0
AP005019.1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	1.0
AP003065.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARAP1	505.0	4.0	486.0	60.0	286.0	281.0	61.0	1812.0	569.0	314.0
ARAP1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ARAP1-AS2	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
STARD10	3763.0	16.0	4556.0	389.0	1238.0	8141.0	1886.0	19854.0	14926.0	3617.0
ATG16L2	706.0	4.0	640.0	112.0	245.0	157.0	32.0	807.0	444.0	259.0
FCHSD2	314.0	0.0	152.0	19.0	35.0	134.0	39.0	653.0	430.0	166.0
AP002761.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002761.1	12.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0
P2RY2	119.0	4.0	166.0	30.0	85.0	79.0	4.0	133.0	59.0	21.0
P2RY6	11.0	1.0	12.0	2.0	19.0	475.0	41.0	1099.0	1098.0	336.0
AP002761.3	1.0	0.0	0.0	0.0	1.0	14.0	2.0	78.0	58.0	17.0
ARHGEF17	13.0	0.0	5.0	1.0	4.0	211.0	43.0	823.0	370.0	150.0
RELT	59.0	0.0	141.0	3.0	203.0	66.0	2.0	149.0	34.0	28.0
AP000763.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
FAM168A	296.0	3.0	221.0	39.0	95.0	85.0	33.0	385.0	163.0	96.0
AP000763.3	4.0	0.0	0.0	0.0	2.0	17.0	0.0	2.0	0.0	0.0
PLEKHB1	172.0	0.0	111.0	9.0	52.0	117.0	15.0	96.0	163.0	24.0
RAB6A	2750.0	20.0	3418.0	580.0	1558.0	2574.0	533.0	8486.0	3556.0	1271.0
AP002993.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002770.1	14.0	0.0	22.0	5.0	36.0	1.0	0.0	38.0	29.0	13.0
MRPL48	2138.0	14.0	1377.0	180.0	365.0	1885.0	372.0	3273.0	2627.0	765.0
COA4	4527.0	12.0	2989.0	506.0	762.0	4771.0	976.0	12690.0	8163.0	2112.0
PAAF1	444.0	3.0	220.0	30.0	149.0	637.0	129.0	1525.0	1059.0	457.0
DNAJB13	0.0	0.0	2.0	9.0	1.0	2.0	0.0	4.0	2.0	0.0
AP003717.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
UCP2	309.0	1.0	784.0	57.0	273.0	564.0	173.0	1382.0	1532.0	318.0
UCP3	20.0	0.0	15.0	9.0	75.0	8.0	2.0	14.0	5.0	8.0
C2CD3	284.0	3.0	231.0	40.0	97.0	84.0	21.0	274.0	213.0	88.0
PPME1	688.0	17.0	743.0	76.0	539.0	612.0	139.0	2052.0	1075.0	362.0
P4HA3	7.0	0.0	4.0	0.0	4.0	19.0	0.0	11.0	0.0	3.0
P4HA3-AS1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
PGM2L1	392.0	0.0	559.0	23.0	285.0	235.0	50.0	485.0	226.0	100.0
AP001372.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
KCNE3	1810.0	10.0	4375.0	166.0	203.0	486.0	101.0	867.0	662.0	415.0
AP001372.3	9.0	0.0	12.0	1.0	1.0	2.0	0.0	4.0	2.0	0.0
LIPT2	228.0	0.0	120.0	21.0	32.0	109.0	5.0	477.0	270.0	144.0
POLD3	1370.0	14.0	1039.0	100.0	172.0	379.0	89.0	626.0	562.0	308.0
CHRDL2	0.0	0.0	19.0	5.0	9.0	117.0	5.0	210.0	173.0	42.0
RNF169	513.0	3.0	340.0	31.0	102.0	202.0	58.0	779.0	568.0	94.0
XRRA1	121.0	0.0	85.0	65.0	37.0	517.0	129.0	200.0	723.0	55.0
SPCS2	6906.0	57.0	5600.0	584.0	916.0	7610.0	1328.0	13497.0	8281.0	2875.0
NEU3	130.0	1.0	88.0	9.0	29.0	127.0	42.0	1573.0	324.0	128.0
OR2AT4	0.0	0.0	0.0	0.0	1.0	267.0	18.0	884.0	197.0	46.0
AP001972.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
SLCO2B1	1543.0	9.0	647.0	177.0	235.0	980.0	71.0	2381.0	1080.0	427.0
AP001972.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPBGL	1.0	0.0	1.0	0.0	1.0	1.0	1.0	53.0	11.0	2.0
AP001972.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARRB1	573.0	4.0	434.0	87.0	241.0	308.0	59.0	1049.0	487.0	242.0
AP001972.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS3	142239.0	326.0	142389.0	14360.0	25595.0	223064.0	57550.0	534055.0	387598.0	91962.0
KLHL35	15.0	0.0	5.0	0.0	8.0	53.0	2.0	82.0	36.0	16.0
GDPD5	101.0	0.0	55.0	3.0	18.0	307.0	98.0	3155.0	1057.0	391.0
SERPINH1	669.0	88.0	2235.0	41.0	6709.0	3518.0	571.0	9881.0	3667.0	1776.0
AP001922.5	2.0	0.0	0.0	0.0	0.0	15.0	0.0	18.0	23.0	3.0
MAP6	1.0	0.0	3.0	0.0	14.0	26.0	4.0	27.0	14.0	8.0
MOGAT2	1397.0	18.0	2242.0	303.0	1209.0	1487.0	132.0	3720.0	2108.0	903.0
AP001922.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DGAT2	75.0	0.0	169.0	73.0	112.0	953.0	206.0	2272.0	1934.0	590.0
AP003031.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
AP003031.2	1.0	0.0	2.0	0.0	1.0	2.0	3.0	13.0	4.0	1.0
UVRAG	916.0	2.0	781.0	193.0	315.0	387.0	87.0	2127.0	1145.0	444.0
AP002340.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
WNT11	7.0	2.0	35.0	5.0	84.0	25.0	2.0	202.0	174.0	21.0
AP000785.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP000785.2	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0
THAP12	876.0	5.0	612.0	73.0	85.0	429.0	74.0	556.0	325.0	166.0
GVQW3	78.0	0.0	54.0	6.0	15.0	82.0	7.0	93.0	87.0	58.0
AP002360.3	10.0	0.0	5.0	1.0	1.0	18.0	5.0	5.0	8.0	2.0
AP002360.2	3.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0
AP002360.1	367.0	4.0	333.0	37.0	69.0	526.0	93.0	656.0	659.0	254.0
EMSY	442.0	2.0	396.0	52.0	130.0	237.0	53.0	805.0	291.0	158.0
AP001189.5	0.0	2.0	9.0	0.0	42.0	0.0	1.0	6.0	1.0	0.0
AP001189.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001189.3	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AP001189.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC32	25.0	1.0	37.0	0.0	5.0	23.0	9.0	58.0	17.0	0.0
AP001189.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003119.1	5.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0
TSKU	512.0	4.0	479.0	143.0	207.0	352.0	111.0	3159.0	922.0	227.0
AP003119.2	162.0	0.0	71.0	12.0	46.0	56.0	17.0	306.0	96.0	101.0
ACER3	916.0	9.0	933.0	113.0	236.0	473.0	60.0	678.0	382.0	197.0
AP002498.1	13.0	0.0	20.0	0.0	60.0	31.0	4.0	36.0	8.0	12.0
B3GNT6	14.0	0.0	16.0	11.0	36.0	13.0	0.0	10.0	1.0	19.0
CAPN5	1342.0	11.0	1914.0	233.0	577.0	460.0	80.0	1620.0	682.0	275.0
OMP	2.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0
MYO7A	8.0	0.0	95.0	15.0	62.0	270.0	83.0	2604.0	865.0	305.0
GDPD4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
PAK1	2666.0	14.0	2348.0	262.0	859.0	1714.0	383.0	5079.0	2573.0	1143.0
AP003680.1	30.0	0.0	15.0	3.0	14.0	21.0	0.0	81.0	16.0	12.0
CLNS1A	3400.0	10.0	2238.0	222.0	488.0	5143.0	1070.0	11227.0	8772.0	2709.0
AQP11	732.0	10.0	2343.0	509.0	504.0	1449.0	215.0	8781.0	2884.0	1004.0
RSF1	2933.0	9.0	1782.0	268.0	884.0	1686.0	554.0	8614.0	4934.0	1638.0
AAMDC	1250.0	8.0	1737.0	286.0	1159.0	3111.0	619.0	7510.0	4155.0	1384.0
AP002812.2	1.0	0.0	6.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0
AP002812.3	7.0	0.0	1.0	1.0	1.0	0.0	0.0	5.0	2.0	3.0
AP002812.5	39.0	0.0	8.0	1.0	1.0	3.0	0.0	10.0	4.0	7.0
INTS4	360.0	4.0	268.0	49.0	123.0	247.0	67.0	755.0	392.0	159.0
KCTD14	553.0	1.0	236.0	17.0	24.0	52.0	15.0	97.0	61.0	30.0
AP003032.2	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
